0.37519	0.14696	0.10927	0.05370
0.38823	0.14615	0.10495	0.05210
0.39063	0.15022	0.10456	0.05164
0.39159	0.14735	0.10464	0.05184
0.39005	0.15115	0.10319	0.05112
0.37592	0.15220	0.10767	0.05248
0.38291	0.14876	0.10850	0.05351
0.39591	0.15019	0.10208	0.05055
0.39125	0.15016	0.10461	0.05172
0.38469	0.14758	0.10541	0.05223
0.37753	0.14780	0.10675	0.05262
0.38490	0.14992	0.10532	0.05186
0.38171	0.15149	0.10611	0.05194
0.37706	0.14895	0.10867	0.05338
0.39183	0.15098	0.10341	0.05124
0.40418	0.15274	0.10096	0.05010
0.37407	0.15220	0.10831	0.05268
0.38951	0.14913	0.10482	0.05184
0.40008	0.15377	0.10063	0.04957
0.38849	0.14739	0.10503	0.05212
0.38188	0.15244	0.10453	0.05106
0.38430	0.14838	0.10574	0.05221
0.39532	0.15142	0.10361	0.05120
0.39326	0.14616	0.10299	0.05151
0.38730	0.15146	0.10312	0.05086
0.37387	0.14429	0.10915	0.05405
0.38686	0.15083	0.10426	0.05131
0.37553	0.14927	0.11024	0.05407
0.38687	0.14736	0.10667	0.05295
0.37422	0.14697	0.11017	0.05430
0.37739	0.15082	0.10901	0.05314
0.38669	0.14702	0.10746	0.05337
0.36620	0.14952	0.11019	0.05354
0.37943	0.14938	0.10817	0.05309
0.40126	0.15407	0.10251	0.05026
0.39595	0.15052	0.10166	0.05047
0.36906	0.14711	0.10930	0.05379
0.38625	0.14752	0.10631	0.05269
0.37959	0.14635	0.10845	0.05381
0.40366	0.15239	0.10296	0.05096
0.38711	0.14995	0.10624	0.05230
0.38718	0.14824	0.10683	0.05273
0.37401	0.14833	0.10797	0.05301
0.38105	0.14848	0.10673	0.05267
0.37340	0.15037	0.10808	0.05285
0.38800	0.14986	0.10614	0.05234
0.38366	0.15154	0.10523	0.05171
0.38036	0.15052	0.10512	0.05164
0.38906	0.15142	0.10524	0.05179
0.38521	0.14819	0.10490	0.05211
0.38793	0.14959	0.10688	0.05275
0.40883	0.15509	0.09899	0.04888
0.38714	0.14885	0.10602	0.05231
0.38002	0.14973	0.10597	0.05198
0.39437	0.15191	0.10393	0.05132
0.37698	0.14909	0.10785	0.05291
0.37138	0.14967	0.11067	0.05400
0.38806	0.14889	0.10670	0.05270
0.37934	0.15262	0.10706	0.05219
0.38996	0.15451	0.10308	0.05036
0.39655	0.15146	0.10288	0.05075
0.39245	0.15296	0.10369	0.05077
0.38985	0.15097	0.10307	0.05074
0.39985	0.14926	0.10357	0.05174
0.37889	0.15026	0.10994	0.05381
0.38564	0.14964	0.10699	0.05264
0.38289	0.15133	0.10710	0.05239
0.39209	0.15157	0.10222	0.05048
0.39265	0.15260	0.10287	0.05057
0.37566	0.15148	0.10836	0.05284
0.38918	0.14511	0.10500	0.05258
0.39804	0.14937	0.10278	0.05119
0.39611	0.15131	0.10379	0.05135
0.38093	0.14992	0.10795	0.05300
0.36971	0.15065	0.10997	0.05317
0.39151	0.14913	0.10447	0.05171
0.38243	0.14548	0.10531	0.05234
0.39568	0.15055	0.10165	0.05039
0.37493	0.14805	0.10886	0.05324
0.38555	0.15249	0.10583	0.05186
0.38396	0.15055	0.10664	0.05247
0.38025	0.14674	0.10755	0.05334
0.39564	0.15284	0.10107	0.04978
0.39819	0.15247	0.10186	0.05057
0.37477	0.14891	0.10650	0.05221
0.38682	0.15055	0.10402	0.05140
0.38903	0.14832	0.10652	0.05266
0.38311	0.15081	0.10714	0.05269
0.37994	0.14953	0.10754	0.05285
0.38144	0.15020	0.10618	0.05224
0.39081	0.14724	0.10715	0.05323
0.37584	0.14990	0.11086	0.05412
0.39150	0.15230	0.10250	0.05050
0.38316	0.14855	0.10809	0.05330
0.38053	0.15417	0.10614	0.05160
0.38767	0.15082	0.10385	0.05110
0.39124	0.14637	0.10455	0.05202
0.38601	0.15462	0.10470	0.05114
0.37952	0.15214	0.10714	0.05221
0.37930	0.14794	0.10797	0.05319
