0.95957	0.02042	0.10566	0.06419
0.96183	0.02365	0.08037	0.04282
0.96363	0.02304	0.09412	0.04922
0.96249	0.02419	0.07870	0.03914
0.96020	0.02114	0.08770	0.05999
0.96624	0.02193	0.10362	0.04788
0.96249	0.01998	0.09815	0.05884
0.95464	0.02545	0.09883	0.05731
0.96269	0.02310	0.09976	0.05209
0.96459	0.02060	0.08976	0.05267
0.96226	0.02396	0.08891	0.04469
0.96294	0.02006	0.08985	0.05522
0.96139	0.02235	0.10506	0.05712
0.96089	0.01926	0.10117	0.06386
0.96027	0.02676	0.10687	0.04328
0.96173	0.02523	0.10281	0.04338
0.95889	0.02387	0.11549	0.06073
0.95257	0.02680	0.12005	0.06214
0.95109	0.02624	0.11063	0.06329
0.95829	0.02639	0.10290	0.04703
0.95769	0.02206	0.09650	0.05999
0.96118	0.02151	0.08903	0.05389
0.96361	0.02384	0.09310	0.04766
0.95891	0.02471	0.08659	0.05422
0.96726	0.01918	0.08297	0.04748
0.95688	0.02298	0.09530	0.05817
0.96171	0.02398	0.10319	0.04826
0.96431	0.02223	0.10861	0.05057
0.95964	0.02050	0.09588	0.06079
0.97042	0.01907	0.08869	0.04853
0.96408	0.01965	0.10533	0.05836
0.97061	0.01694	0.08376	0.04941
0.96176	0.02268	0.10997	0.05463
0.96939	0.01904	0.08089	0.04370
0.96102	0.02383	0.08490	0.04584
0.96484	0.02288	0.07743	0.03814
0.96289	0.02453	0.09878	0.04254
0.96317	0.02322	0.10500	0.04791
0.96677	0.01942	0.09591	0.05855
0.96387	0.02016	0.09410	0.05454
0.95965	0.02408	0.11506	0.05591
0.96063	0.02269	0.11556	0.06118
0.96341	0.02152	0.09447	0.05190
0.96425	0.02291	0.10469	0.04943
0.96359	0.02116	0.08688	0.05091
0.96148	0.02400	0.09064	0.05053
0.96828	0.01786	0.08487	0.05072
0.96431	0.02169	0.09502	0.05463
0.96795	0.02018	0.09275	0.04757
0.96028	0.01982	0.09048	0.06223
0.97099	0.01676	0.08591	0.04929
0.95977	0.02611	0.09498	0.04763
0.95863	0.02343	0.10935	0.05979
0.96084	0.02354	0.08295	0.04599
0.95953	0.02157	0.09938	0.06102
0.96095	0.02185	0.10137	0.05842
0.96708	0.02091	0.08797	0.04438
0.96232	0.02137	0.10621	0.05949
0.95477	0.02418	0.11408	0.06417
0.96380	0.02135	0.08596	0.04852
0.96198	0.02204	0.08723	0.05041
0.95973	0.02486	0.08733	0.04491
0.95711	0.02448	0.09630	0.05501
0.96404	0.02134	0.09269	0.05724
0.96685	0.02199	0.09929	0.04261
0.96517	0.02075	0.09450	0.05072
0.95992	0.02218	0.11054	0.06074
0.95733	0.02697	0.11238	0.05075
0.96433	0.02273	0.08168	0.04177
0.96849	0.01914	0.08579	0.04569
0.96187	0.02363	0.08691	0.05311
0.96134	0.02245	0.09318	0.05647
0.96401	0.02336	0.10423	0.04511
0.96263	0.02327	0.10520	0.05025
0.96553	0.01906	0.10896	0.05906
0.96835	0.01906	0.07321	0.04266
0.96134	0.02409	0.10238	0.04968
0.95412	0.02638	0.09188	0.05497
0.96084	0.02178	0.10941	0.05899
0.96025	0.02244	0.10540	0.06021
0.96688	0.01961	0.08337	0.05074
0.96784	0.01849	0.08498	0.05367
0.96139	0.02273	0.08769	0.04990
0.96234	0.02624	0.10654	0.04276
0.95684	0.02585	0.08900	0.04815
0.96264	0.02385	0.08728	0.05185
0.96262	0.02305	0.09649	0.04951
0.96298	0.02107	0.08555	0.05292
0.96911	0.01833	0.07994	0.04525
0.95250	0.02349	0.10569	0.06686
0.95838	0.02424	0.11421	0.05771
0.96540	0.02205	0.09361	0.04393
0.96317	0.02007	0.08499	0.05440
0.96812	0.01943	0.09477	0.04793
0.95955	0.02401	0.11275	0.05710
0.96006	0.02469	0.08988	0.04800
0.95846	0.02381	0.09718	0.05444
0.96349	0.02144	0.10126	0.05917
0.95893	0.02022	0.10684	0.06609
0.96259	0.02453	0.09373	0.04257
