0.70883	0.11804	0.11742	0.06068
0.75557	0.11915	0.09077	0.04190
0.74412	0.11829	0.10032	0.04842
0.76453	0.11791	0.08753	0.03974
0.73297	0.11787	0.10269	0.05201
0.73555	0.12013	0.10644	0.05171
0.73951	0.11508	0.10754	0.05362
0.71826	0.11389	0.10715	0.05620
0.72787	0.11447	0.10759	0.05532
0.72540	0.11860	0.10633	0.05362
0.75045	0.12256	0.09420	0.04296
0.73084	0.11833	0.10518	0.05232
0.70956	0.11561	0.11499	0.06031
0.71781	0.11720	0.11475	0.05898
0.74971	0.11820	0.09602	0.04657
0.74451	0.11552	0.09963	0.04958
0.72481	0.11999	0.11188	0.05567
0.71403	0.11627	0.11269	0.05857
0.71476	0.11866	0.11039	0.05650
0.74032	0.11585	0.09958	0.04958
0.71748	0.11905	0.10904	0.05540
0.73258	0.11599	0.10338	0.05207
0.74562	0.11429	0.09969	0.04967
0.73328	0.11596	0.09938	0.05076
0.72537	0.12009	0.10484	0.05273
0.73386	0.11697	0.10365	0.05173
0.72964	0.12060	0.10481	0.05145
0.73526	0.11286	0.10940	0.05560
0.73289	0.11649	0.10716	0.05394
0.75223	0.11935	0.10068	0.04720
0.72130	0.11708	0.11509	0.05821
0.75079	0.12165	0.10009	0.04604
0.72410	0.12042	0.11074	0.05461
0.76046	0.11873	0.09494	0.04326
0.75420	0.11057	0.09482	0.04723
0.75241	0.12053	0.09172	0.04296
0.74915	0.12125	0.09688	0.04527
0.72933	0.11650	0.10739	0.05432
0.73229	0.12107	0.10826	0.05321
0.73558	0.11152	0.10744	0.05517
0.72304	0.11607	0.11166	0.05692
0.70274	0.11617	0.11999	0.06312
0.72589	0.11784	0.10711	0.05394
0.72358	0.11808	0.10927	0.05546
0.75194	0.12069	0.09658	0.04462
0.75707	0.11463	0.09534	0.04597
0.72832	0.11762	0.10659	0.05389
0.71777	0.12072	0.10903	0.05520
0.73897	0.11841	0.10460	0.05104
0.72450	0.11982	0.10683	0.05415
0.74319	0.11595	0.10488	0.05153
0.74350	0.11383	0.09808	0.04938
0.71584	0.11662	0.11342	0.05839
0.75427	0.11978	0.09187	0.04224
0.72258	0.11399	0.11098	0.05780
0.72478	0.11852	0.10972	0.05505
0.76755	0.11881	0.09363	0.04141
0.71833	0.11591	0.11459	0.05904
0.71408	0.11574	0.11513	0.05980
0.74596	0.11983	0.09787	0.04619
0.74228	0.11482	0.09984	0.04955
0.76395	0.11774	0.08972	0.04066
0.72659	0.11765	0.10413	0.05242
0.73699	0.11352	0.10528	0.05410
0.77028	0.11834	0.09529	0.04209
0.74393	0.11683	0.10343	0.05011
0.71404	0.11563	0.11617	0.06017
0.72829	0.11992	0.10358	0.05161
0.75266	0.11799	0.09370	0.04437
0.75078	0.11816	0.09964	0.04697
0.74818	0.11976	0.09577	0.04588
0.72879	0.11482	0.10583	0.05452
0.74145	0.11693	0.10327	0.05080
0.73828	0.11463	0.10578	0.05290
0.70651	0.12224	0.11983	0.06029
0.76269	0.12104	0.09002	0.03984
0.71384	0.12146	0.10876	0.05513
0.74484	0.11917	0.09513	0.04588
0.71072	0.11906	0.11604	0.05910
0.71899	0.11487	0.11311	0.05875
0.75013	0.11545	0.09882	0.04823
0.73911	0.11799	0.10302	0.05093
0.72992	0.11805	0.10195	0.05104
0.74945	0.11803	0.09695	0.04734
0.74564	0.11996	0.09385	0.04428
0.74577	0.11960	0.09650	0.04654
0.75175	0.11637	0.09928	0.04741
0.76467	0.11786	0.09327	0.04293
0.74849	0.11621	0.09909	0.04806
0.71220	0.11620	0.11354	0.05949
0.72504	0.11090	0.11234	0.05889
0.76674	0.11312	0.09582	0.04472
0.73113	0.11853	0.10292	0.05141
0.73600	0.11492	0.10780	0.05409
0.71770	0.11607	0.11289	0.05815
0.74441	0.11848	0.09649	0.04643
0.72485	0.11561	0.10616	0.05429
0.72451	0.11891	0.11061	0.05579
0.70714	0.11868	0.11852	0.06128
0.75805	0.11737	0.09406	0.04399
